iter	Logloss
0	0.2735842824
1	0.1852318842
2	0.1486027699
3	0.1244616108
4	0.1136396996
5	0.1067633437
6	0.09821584993
7	0.09456071278
8	0.09216931936
9	0.09053080468
10	0.08650000246
11	0.08397026186
12	0.08273136621
13	0.07958367528
14	0.07790791027
15	0.0762195985
16	0.07520394508
17	0.07445264805
18	0.07259969346
19	0.07163832163
20	0.07002764804
21	0.06944876414
22	0.06762578378
23	0.06621680732
24	0.06570298146
25	0.06495025745
26	0.06413756695
27	0.06321244206
28	0.06215839911
29	0.06173088672
30	0.06141636652
31	0.06069946957
32	0.06010740486
33	0.05924373104
34	0.05852677093
35	0.05806085823
36	0.05731312738
37	0.05641432467
38	0.05601453953
39	0.05557454543
40	0.05524629604
41	0.0547919088
42	0.05361955569
43	0.05336413474
44	0.05262444694
45	0.0516887184
46	0.05143381261
47	0.05108584286
48	0.05082330386
49	0.05017413327
50	0.04954266944
51	0.04931184986
52	0.04879229423
53	0.0477190696
54	0.04733234662
55	0.04669119802
56	0.04647065933
57	0.04631814868
58	0.04612591738
59	0.04536550613
60	0.0450382453
61	0.04391249462
62	0.04327731048
63	0.04289835491
64	0.04280596177
65	0.04208153174
66	0.04168342471
67	0.04157070148
68	0.04143067026
69	0.04125892376
70	0.04083563845
71	0.04047190993
72	0.03973565014
73	0.03957456326
74	0.03934753875
75	0.0390422897
76	0.03882434463
77	0.03876542123
78	0.03832285415
79	0.03812052541
80	0.03785074574
81	0.03764963617
82	0.03754387531
83	0.03742505894
84	0.03725737953
85	0.03712920542
86	0.03695664058
87	0.03668915051
88	0.03644493888
89	0.03585228619
90	0.03573503841
91	0.03544158001
92	0.03530577443
93	0.03514617581
94	0.03493435504
95	0.03468911631
96	0.03450101847
97	0.034318495
98	0.03398488437
99	0.03381456526
100	0.03349579858
101	0.03344022478
102	0.0332498987
103	0.03321537852
104	0.03311155214
105	0.03297669248
106	0.03274595376
107	0.03262128038
108	0.03248844325
109	0.03225604541
110	0.03203133481
111	0.03173125894
112	0.03158237099
113	0.03132726724
114	0.03090919032
115	0.03040891929
116	0.03016356732
117	0.02996467283
118	0.02976359373
119	0.02960506486
120	0.02955456623
121	0.02948014411
122	0.02937416647
123	0.0293085574
124	0.0291637392
125	0.02908222275
126	0.0287495491
127	0.02852370875
128	0.02831537683
129	0.02821483901
130	0.02781639819
131	0.02775043583
132	0.02741675938
133	0.02715877353
134	0.02700683346
135	0.0267254057
136	0.0264663654
137	0.02637276448
138	0.02630856661
139	0.02616616028
140	0.02584158931
141	0.02570075057
142	0.0255646193
143	0.02514805315
144	0.02508066762
145	0.02484009562
146	0.02474888407
147	0.02462791517
148	0.02454392502
149	0.02450789086
