iter	Logloss
0	0.5186097076
1	0.4949104765
2	0.4873036767
3	0.482928792
4	0.4805299793
5	0.4767059937
6	0.4741151464
7	0.4710740321
8	0.4684309855
9	0.4671554032
10	0.4652085048
